Time,Temp,Hum,Baro,Acc(x),Acc(y),Acc(z),Mag(x),Mag(y),Mag(z),Gyro(x),Gyro(y),Gyro(z),Light,Lat,Long,Stop
12:29:02.164,-9999,-9999,1002.6789,1.2620392,3.2068176,8.741119,-30.560303,-4.6798706,8.792114,-0.016799927,-0.0074768066,-0.019760132,70.04831,35.904907,-79.0549827,-9999
12:29:02.288,-9999,-9999,1002.67523,1.2173615,3.19635,8.880646,-31.044006,-4.0359497,10.20813,-0.07305908,0.15124512,-0.03579712,70.0,35.904907,-79.0549827,-9999
12:29:02.424,-9999,-9999,1002.6789,1.0600891,3.146286,9.128189,-30.627441,-4.2419434,10.743713,-0.068344116,0.07009888,-0.006500244,69.048096,35.904907,-79.0549827,-9999
12:29:02.560,-9999,-9999,1002.67206,1.0611725,3.099289,9.160492,-29.771423,-4.4036865,10.542297,-0.027297974,0.053344727,-0.004257202,69.0,35.904907,-79.0549827,-9999
12:29:02.685,-9999,-9999,1002.6781,1.0440826,3.1352081,9.332703,-30.892944,-4.1381836,9.04541,-0.04095459,0.019546509,-0.0053253174,69.0,35.904907,-79.0549827,-9999
12:29:02.809,-9999,-9999,1002.66895,1.061966,3.0946045,9.20256,-30.967712,-4.7348022,9.843445,-0.0016174316,0.018218994,0.0017089844,69.0,35.9048585,-79.0549818,-9999
12:29:02.942,-9999,-9999,1002.66895,1.0170135,3.0370789,9.13855,-30.563354,-3.692627,10.40802,0.046585083,-0.055603027,0.0,69.0,35.9048585,-79.0549818,-9999
12:29:03.070,-9999,-9999,1002.66895,1.1162872,3.030777,9.049072,-30.107117,-3.7246704,10.240173,-0.0499115,0.028503418,-0.032821655,69.0,35.9048585,-79.0549818,-9999
12:29:03.193,-9999,-9999,1002.66895,1.1847839,3.0112915,9.080994,-31.66809,-4.9316406,9.399414,0.048568726,-0.032211304,-0.014328003,68.0482,35.9048585,-79.0549818,-9999
12:29:03.326,-9999,-9999,1002.66895,0.9884186,3.0182648,8.964676,-30.52826,-3.3325195,9.735107,0.090667725,-0.02128601,0.0038909912,68.95212,35.9048585,-79.0549818,-9999
12:29:03.457,-9999,-9999,1002.66895,1.0359192,3.135376,9.172913,-31.706238,-4.8049927,9.985352,-0.0012664795,0.053451538,-0.0021362305,69.0,35.9048585,-79.0549818,-9999
12:29:03.589,-9999,-9999,1002.66895,1.0977325,3.2230377,9.053375,-30.436707,-4.0878296,9.217834,0.056793213,0.057128906,-0.007446289,69.0,35.9048585,-79.0549818,-9999
12:29:03.718,-9999,-9999,1002.66895,1.0659027,3.2691498,9.1167145,-28.007507,-4.319763,8.352661,0.06227112,0.13246155,0.0043640137,70.942764,35.9048585,-79.0549818,-9999
12:29:03.875,-9999,-9999,1002.6789,0.8340454,3.282486,8.945129,-29.806519,-4.562378,8.9401245,0.020324707,0.041519165,-0.0048065186,71.95166,35.9048515,-79.0549702,-9999
12:29:04.004,-9999,-9999,1002.67236,0.84729004,3.3345947,8.898956,-29.69513,-4.525757,8.831787,0.024658203,0.03364563,-5.79834E-4,74.95018,35.9048515,-79.0549702,-9999
12:29:04.134,-9999,-9999,1002.66895,0.8422241,3.362442,8.937439,-30.279541,-4.586792,8.726501,0.039230347,0.015274048,0.005630493,75.0,35.9048515,-79.0549702,-9999
12:29:04.261,-9999,-9999,1002.66895,0.77301025,3.3174744,9.107803,-28.372192,-4.7592163,9.567261,-0.032821655,-0.007904053,-0.005432129,75.93735,35.9048515,-79.0549702,-9999
12:29:04.389,-9999,-9999,1002.66895,0.7878113,3.265686,9.138763,-29.849243,-4.940796,7.9803467,-0.009963989,0.019958496,0.0036468506,75.04866,35.9048515,-79.0549702,-9999
12:29:04.524,-9999,-9999,1002.66895,0.8577728,3.328415,9.041748,-28.314209,-4.8187256,8.166504,-0.020187378,-0.0073547363,-0.0023040771,74.94896,35.9048515,-79.0549702,-9999
12:29:04.657,-9999,-9999,1002.66895,0.83306885,3.3957977,9.1119995,-29.225159,-4.8461914,7.9559326,0.015731812,-0.007904053,-0.009231567,74.04805,35.9048515,-79.0549702,-9999
12:29:04.815,-9999,-9999,1002.66895,0.8925781,3.3826447,9.077866,-28.675842,-3.767395,8.21991,-0.012298584,0.021560669,0.0084991455,75.0,35.904887,-79.0549322,-9999
12:29:04.940,-9999,-9999,1002.66895,1.0161285,3.4794312,9.006989,-27.996826,-4.362488,8.328247,0.023269653,0.025527954,-0.009231567,75.0,35.904887,-79.0549322,-9999
12:29:05.073,-9999,-9999,1002.66895,0.64178467,3.2491302,9.022858,-27.264404,-4.7073364,8.288574,0.0688324,0.13259888,0.012298584,75.939316,35.904887,-79.0549322,-9999
